,Trial_Id,Model,Experiment,Question_Num,Repeat_Num,Anchor_Type,Comparison,Estimate
395,445,DeepSeek-V3.1,Baseline,3,5,High,HIGHER,150
396,446,DeepSeek-V3.1,Baseline,3,6,High,LOWER,180
397,448,DeepSeek-V3.1,Baseline,3,8,High,HIGHER,284
398,449,DeepSeek-V3.1,Baseline,4,1,Low,HIGHER,10500
399,450,DeepSeek-V3.1,Baseline,4,2,Low,HIGHER,10500
400,451,DeepSeek-V3.1,Baseline,4,3,Low,HIGHER,10500
401,452,DeepSeek-V3.1,Baseline,4,4,Low,HIGHER,10500
402,453,DeepSeek-V3.1,Baseline,4,5,Low,HIGHER,11000
403,454,DeepSeek-V3.1,Baseline,4,6,Low,HIGHER,10500
404,455,DeepSeek-V3.1,Baseline,4,7,Low,HIGHER,10500
405,456,DeepSeek-V3.1,Baseline,4,8,Low,HIGHER,11000
406,457,DeepSeek-V3.1,Baseline,4,1,High,LOWER,11000
407,458,DeepSeek-V3.1,Baseline,4,2,High,LOWER,11560
408,459,DeepSeek-V3.1,Baseline,4,3,High,LOWER,10000
409,460,DeepSeek-V3.1,Baseline,4,4,High,LOWER,10000
410,461,DeepSeek-V3.1,Baseline,4,5,High,LOWER,10000
411,462,DeepSeek-V3.1,Baseline,4,6,High,LOWER,11000
412,463,DeepSeek-V3.1,Baseline,4,7,High,LOWER,10000
413,464,DeepSeek-V3.1,Baseline,4,8,High,LOWER,10660
414,465,DeepSeek-V3.1,Baseline,5,1,Low,HIGHER,125
415,466,DeepSeek-V3.1,Baseline,5,2,Low,HIGHER,125
416,467,DeepSeek-V3.1,Baseline,5,3,Low,HIGHER,130
417,468,DeepSeek-V3.1,Baseline,5,4,Low,HIGHER,110
418,469,DeepSeek-V3.1,Baseline,5,5,Low,HIGHER,110
419,470,DeepSeek-V3.1,Baseline,5,6,Low,HIGHER,112
420,471,DeepSeek-V3.1,Baseline,5,7,Low,HIGHER,85
421,472,DeepSeek-V3.1,Baseline,5,8,Low,HIGHER,125
422,473,DeepSeek-V3.1,Baseline,5,1,High,HIGHER,155
423,474,DeepSeek-V3.1,Baseline,5,2,High,HIGHER,150
424,475,DeepSeek-V3.1,Baseline,5,3,High,HIGHER,150
425,476,DeepSeek-V3.1,Baseline,5,4,High,HIGHER,135
426,477,DeepSeek-V3.1,Baseline,5,5,High,HIGHER,150
427,478,DeepSeek-V3.1,Baseline,5,6,High,HIGHER,175
428,479,DeepSeek-V3.1,Baseline,5,7,High,HIGHER,150
429,480,DeepSeek-V3.1,Baseline,5,8,High,LOWER,95
430,481,DeepSeek-V3.1,Baseline,6,1,Low,HIGHER,60000
431,482,DeepSeek-V3.1,Baseline,6,2,Low,HIGHER,55000
432,483,DeepSeek-V3.1,Baseline,6,3,Low,HIGHER,60000
433,484,DeepSeek-V3.1,Baseline,6,4,Low,HIGHER,60000
434,485,DeepSeek-V3.1,Baseline,6,5,Low,HIGHER,55000
435,486,DeepSeek-V3.1,Baseline,6,6,Low,HIGHER,66000
436,487,DeepSeek-V3.1,Baseline,6,7,Low,HIGHER,55000
437,488,DeepSeek-V3.1,Baseline,6,8,Low,HIGHER,66000
438,489,DeepSeek-V3.1,Baseline,6,1,High,LOWER,63500
439,490,DeepSeek-V3.1,Baseline,6,2,High,LOWER,61000
440,491,DeepSeek-V3.1,Baseline,6,3,High,LOWER,61000
441,492,DeepSeek-V3.1,Baseline,6,4,High,LOWER,66000
442,493,DeepSeek-V3.1,Baseline,6,5,High,LOWER,66000
443,494,DeepSeek-V3.1,Baseline,6,6,High,LOWER,66000
444,495,DeepSeek-V3.1,Baseline,6,7,High,LOWER,67000
445,496,DeepSeek-V3.1,Baseline,6,8,High,LOWER,61000
446,497,DeepSeek-V3.1,Baseline,7,1,Low,HIGHER,31
447,498,DeepSeek-V3.1,Baseline,7,2,Low,HIGHER,28
448,499,DeepSeek-V3.1,Baseline,7,3,Low,HIGHER,28
449,500,DeepSeek-V3.1,Baseline,7,4,Low,HIGHER,28
450,501,DeepSeek-V3.1,Baseline,7,5,Low,HIGHER,30000
451,502,DeepSeek-V3.1,Baseline,7,6,Low,HIGHER,35
452,503,DeepSeek-V3.1,Baseline,7,7,Low,HIGHER,32
453,504,DeepSeek-V3.1,Baseline,7,8,Low,HIGHER,276
454,505,DeepSeek-V3.1,Baseline,7,1,High,HIGHER,87
455,506,DeepSeek-V3.1,Baseline,7,2,High,HIGHER,35
456,507,DeepSeek-V3.1,Baseline,7,3,High,HIGHER,900
457,508,DeepSeek-V3.1,Baseline,7,4,High,HIGHER,96
458,510,DeepSeek-V3.1,Baseline,7,6,High,HIGHER,30
459,511,DeepSeek-V3.1,Baseline,7,7,High,HIGHER,35
460,512,DeepSeek-V3.1,Baseline,7,8,High,HIGHER,26
461,513,DeepSeek-V3.1,Baseline,8,1,Low,LOWER,75000
462,514,DeepSeek-V3.1,Baseline,8,2,Low,HIGHER,150000
463,515,DeepSeek-V3.1,Baseline,8,3,Low,LOWER,85000
464,516,DeepSeek-V3.1,Baseline,8,4,Low,LOWER,90000
465,517,DeepSeek-V3.1,Baseline,8,5,Low,LOWER,90000
466,518,DeepSeek-V3.1,Baseline,8,6,Low,HIGHER,900000
467,519,DeepSeek-V3.1,Baseline,8,7,Low,LOWER,80000
468,520,DeepSeek-V3.1,Baseline,8,8,Low,LOWER,85000
469,521,DeepSeek-V3.1,Baseline,8,1,High,LOWER,225000
470,522,DeepSeek-V3.1,Baseline,8,2,High,LOWER,150000
471,523,DeepSeek-V3.1,Baseline,8,3,High,LOWER,250000
472,524,DeepSeek-V3.1,Baseline,8,4,High,HIGHER,450000
473,526,DeepSeek-V3.1,Baseline,8,6,High,LOWER,150000
474,527,DeepSeek-V3.1,Baseline,8,7,High,LOWER,290000
475,528,DeepSeek-V3.1,Baseline,8,8,High,LOWER,250000
476,529,DeepSeek-V3.1,Baseline,9,1,Low,HIGHER,150
477,530,DeepSeek-V3.1,Baseline,9,2,Low,HIGHER,150
478,531,DeepSeek-V3.1,Baseline,9,3,Low,LOWER,60
479,532,DeepSeek-V3.1,Baseline,9,4,Low,HIGHER,125
480,533,DeepSeek-V3.1,Baseline,9,5,Low,HIGHER,175
481,534,DeepSeek-V3.1,Baseline,9,6,Low,HIGHER,175
482,535,DeepSeek-V3.1,Baseline,9,7,Low,HIGHER,150
483,536,DeepSeek-V3.1,Baseline,9,8,Low,LOWER,60
484,537,DeepSeek-V3.1,Baseline,9,1,High,HIGHER,600
485,538,DeepSeek-V3.1,Baseline,9,2,High,HIGHER,450
486,539,DeepSeek-V3.1,Baseline,9,3,High,HIGHER,550
487,540,DeepSeek-V3.1,Baseline,9,4,High,HIGHER,550
488,541,DeepSeek-V3.1,Baseline,9,5,High,HIGHER,575
489,542,DeepSeek-V3.1,Baseline,9,6,High,HIGHER,500
490,543,DeepSeek-V3.1,Baseline,9,7,High,HIGHER,550
491,544,DeepSeek-V3.1,Baseline,9,8,High,HIGHER,550
492,545,DeepSeek-V3.1,Baseline,10,1,Low,HIGHER,89000
493,546,DeepSeek-V3.1,Baseline,10,2,Low,HIGHER,550000
494,547,DeepSeek-V3.1,Baseline,10,3,Low,HIGHER,500000
495,548,DeepSeek-V3.1,Baseline,10,4,Low,HIGHER,150000
496,550,DeepSeek-V3.1,Baseline,10,6,Low,HIGHER,500000
497,551,DeepSeek-V3.1,Baseline,10,7,Low,HIGHER,300000
498,552,DeepSeek-V3.1,Baseline,10,8,Low,HIGHER,300000
499,553,DeepSeek-V3.1,Baseline,10,1,High,HIGHER,250000
500,554,DeepSeek-V3.1,Baseline,10,2,High,HIGHER,500000
501,555,DeepSeek-V3.1,Baseline,10,3,High,HIGHER,300000
502,556,DeepSeek-V3.1,Baseline,10,4,High,LOWER,50000
503,557,DeepSeek-V3.1,Baseline,10,5,High,HIGHER,250000
504,558,DeepSeek-V3.1,Baseline,10,6,High,HIGHER,250000
505,559,DeepSeek-V3.1,Baseline,10,7,High,HIGHER,400000
506,560,DeepSeek-V3.1,Baseline,10,8,High,HIGHER,300000
507,561,DeepSeek-V3.1,Baseline,11,1,Low,HIGHER,26
508,562,DeepSeek-V3.1,Baseline,11,2,Low,HIGHER,40
509,563,DeepSeek-V3.1,Baseline,11,3,Low,HIGHER,46
510,564,DeepSeek-V3.1,Baseline,11,4,Low,HIGHER,50
511,565,DeepSeek-V3.1,Baseline,11,5,Low,HIGHER,50
512,566,DeepSeek-V3.1,Baseline,11,6,Low,HIGHER,47
513,567,DeepSeek-V3.1,Baseline,11,7,Low,HIGHER,50
514,568,DeepSeek-V3.1,Baseline,11,8,Low,LOWER,12
515,569,DeepSeek-V3.1,Baseline,11,1,High,HIGHER,75
516,570,DeepSeek-V3.1,Baseline,11,2,High,HIGHER,84
517,571,DeepSeek-V3.1,Baseline,11,3,High,LOWER,48
518,572,DeepSeek-V3.1,Baseline,11,4,High,HIGHER,80
519,573,DeepSeek-V3.1,Baseline,11,5,High,LOWER,45
520,574,DeepSeek-V3.1,Baseline,11,6,High,HIGHER,83
521,575,DeepSeek-V3.1,Baseline,11,7,High,HIGHER,87
522,576,DeepSeek-V3.1,Baseline,11,8,High,HIGHER,83
523,577,DeepSeek-V3.1,Baseline,12,1,Low,HIGHER,350
524,578,DeepSeek-V3.1,Baseline,12,2,Low,HIGHER,350
525,579,DeepSeek-V3.1,Baseline,12,3,Low,HIGHER,380
526,580,DeepSeek-V3.1,Baseline,12,4,Low,HIGHER,250
527,582,DeepSeek-V3.1,Baseline,12,6,Low,HIGHER,350
528,583,DeepSeek-V3.1,Baseline,12,7,Low,LOWER,485
529,584,DeepSeek-V3.1,Baseline,12,8,Low,HIGHER,300
530,585,DeepSeek-V3.1,Baseline,12,1,High,LOWER,290
531,586,DeepSeek-V3.1,Baseline,12,2,High,LOWER,280
532,587,DeepSeek-V3.1,Baseline,12,3,High,LOWER,280
533,588,DeepSeek-V3.1,Baseline,12,4,High,HIGHER,450
534,589,DeepSeek-V3.1,Baseline,12,5,High,LOWER,280
535,590,DeepSeek-V3.1,Baseline,12,6,High,LOWER,275
536,591,DeepSeek-V3.1,Baseline,12,7,High,LOWER,280
537,592,DeepSeek-V3.1,Baseline,12,8,High,LOWER,290
538,593,DeepSeek-V3.1,Baseline,13,1,Low,HIGHER,20000000
539,594,DeepSeek-V3.1,Baseline,13,2,Low,HIGHER,30000000
540,595,DeepSeek-V3.1,Baseline,13,3,Low,HIGHER,20000000
541,596,DeepSeek-V3.1,Baseline,13,4,Low,HIGHER,50000000
542,597,DeepSeek-V3.1,Baseline,13,5,Low,HIGHER,48000000
543,599,DeepSeek-V3.1,Baseline,13,7,Low,HIGHER,35000000
544,600,DeepSeek-V3.1,Baseline,13,8,Low,HIGHER,20000000
545,601,DeepSeek-V3.1,Baseline,13,1,High,HIGHER,51000000
546,602,DeepSeek-V3.1,Baseline,13,2,High,HIGHER,80000000
547,603,DeepSeek-V3.1,Baseline,13,3,High,HIGHER,60000000
548,604,DeepSeek-V3.1,Baseline,13,4,High,HIGHER,65000000
549,605,DeepSeek-V3.1,Baseline,13,5,High,HIGHER,80000000
550,606,DeepSeek-V3.1,Baseline,13,6,High,HIGHER,70000000
551,608,DeepSeek-V3.1,Baseline,13,8,High,HIGHER,56500000
552,609,DeepSeek-V3.1,Baseline,14,1,Low,HIGHER,2200
553,610,DeepSeek-V3.1,Baseline,14,2,Low,HIGHER,2000
554,611,DeepSeek-V3.1,Baseline,14,3,Low,LOWER,1250
555,612,DeepSeek-V3.1,Baseline,14,4,Low,HIGHER,1600
556,613,DeepSeek-V3.1,Baseline,14,5,Low,HIGHER,1541
557,614,DeepSeek-V3.1,Baseline,14,6,Low,HIGHER,1738
558,616,DeepSeek-V3.1,Baseline,14,8,Low,HIGHER,2150
559,617,DeepSeek-V3.1,Baseline,14,1,High,HIGHER,8000
560,618,DeepSeek-V3.1,Baseline,14,2,High,LOWER,3800
561,620,DeepSeek-V3.1,Baseline,14,4,High,HIGHER,6900
562,621,DeepSeek-V3.1,Baseline,14,5,High,HIGHER,7000
563,622,DeepSeek-V3.1,Baseline,14,6,High,LOWER,4300
564,623,DeepSeek-V3.1,Baseline,14,7,High,HIGHER,4800
565,624,DeepSeek-V3.1,Baseline,14,8,High,HIGHER,6600
566,625,DeepSeek-V3.1,Baseline,15,1,Low,HIGHER,850
567,627,DeepSeek-V3.1,Baseline,15,3,Low,HIGHER,750
568,628,DeepSeek-V3.1,Baseline,15,4,Low,HIGHER,850
569,629,DeepSeek-V3.1,Baseline,15,5,Low,LOWER,0
570,630,DeepSeek-V3.1,Baseline,15,6,Low,HIGHER,1515
571,632,DeepSeek-V3.1,Baseline,15,8,Low,HIGHER,700
572,633,DeepSeek-V3.1,Baseline,15,1,High,LOWER,1400
573,634,DeepSeek-V3.1,Baseline,15,2,High,LOWER,1400
574,635,DeepSeek-V3.1,Baseline,15,3,High,LOWER,1200
575,637,DeepSeek-V3.1,Baseline,15,5,High,HIGHER,2000
576,638,DeepSeek-V3.1,Baseline,15,6,High,HIGHER,1880
577,639,DeepSeek-V3.1,Baseline,15,7,High,LOWER,1100
578,641,DeepSeek-V3.1,Baseline,16,1,Low,HIGHER,128
579,642,DeepSeek-V3.1,Baseline,16,2,Low,HIGHER,175
580,643,DeepSeek-V3.1,Baseline,16,3,Low,HIGHER,350
581,644,DeepSeek-V3.1,Baseline,16,4,Low,LOWER,55
582,645,DeepSeek-V3.1,Baseline,16,5,Low,HIGHER,275
583,646,DeepSeek-V3.1,Baseline,16,6,Low,HIGHER,300
584,647,DeepSeek-V3.1,Baseline,16,7,Low,HIGHER,150
585,648,DeepSeek-V3.1,Baseline,16,8,Low,HIGHER,150
586,649,DeepSeek-V3.1,Baseline,16,1,High,HIGHER,320
587,650,DeepSeek-V3.1,Baseline,16,2,High,HIGHER,300
588,651,DeepSeek-V3.1,Baseline,16,3,High,HIGHER,300
589,652,DeepSeek-V3.1,Baseline,16,4,High,HIGHER,325
590,653,DeepSeek-V3.1,Baseline,16,5,High,HIGHER,300
591,654,DeepSeek-V3.1,Baseline,16,6,High,HIGHER,350
592,655,DeepSeek-V3.1,Baseline,16,7,High,HIGHER,325
593,656,DeepSeek-V3.1,Baseline,16,8,High,HIGHER,300
594,657,DeepSeek-V3.1,Baseline,17,1,Low,HIGHER,250000
595,658,DeepSeek-V3.1,Baseline,17,2,Low,LOWER,50000
596,659,DeepSeek-V3.1,Baseline,17,3,Low,HIGHER,250000
597,660,DeepSeek-V3.1,Baseline,17,4,Low,HIGHER,200000
598,661,DeepSeek-V3.1,Baseline,17,5,Low,HIGHER,200000
599,662,DeepSeek-V3.1,Baseline,17,6,Low,HIGHER,250000
600,663,DeepSeek-V3.1,Baseline,17,7,Low,HIGHER,500000
601,664,DeepSeek-V3.1,Baseline,17,8,Low,HIGHER,250000
602,665,DeepSeek-V3.1,Baseline,17,1,High,HIGHER,600000
603,666,DeepSeek-V3.1,Baseline,17,2,High,HIGHER,500000
604,667,DeepSeek-V3.1,Baseline,17,3,High,LOWER,100000
605,668,DeepSeek-V3.1,Baseline,17,4,High,HIGHER,500000
606,669,DeepSeek-V3.1,Baseline,17,5,High,HIGHER,650000
607,670,DeepSeek-V3.1,Baseline,17,6,High,HIGHER,750000
608,671,DeepSeek-V3.1,Baseline,17,7,High,HIGHER,500000
609,672,DeepSeek-V3.1,Baseline,17,8,High,LOWER,150000
610,673,DeepSeek-V3.1,Baseline,18,1,Low,HIGHER,75
611,674,DeepSeek-V3.1,Baseline,18,2,Low,HIGHER,65
612,675,DeepSeek-V3.1,Baseline,18,3,Low,HIGHER,75
613,677,DeepSeek-V3.1,Baseline,18,5,Low,HIGHER,75
614,678,DeepSeek-V3.1,Baseline,18,6,Low,HIGHER,65
615,679,DeepSeek-V3.1,Baseline,18,7,Low,HIGHER,75
616,680,DeepSeek-V3.1,Baseline,18,8,Low,HIGHER,125
617,681,DeepSeek-V3.1,Baseline,18,1,High,HIGHER,150
618,682,DeepSeek-V3.1,Baseline,18,2,High,HIGHER,150
619,683,DeepSeek-V3.1,Baseline,18,3,High,HIGHER,140
620,685,DeepSeek-V3.1,Baseline,18,5,High,HIGHER,150
621,686,DeepSeek-V3.1,Baseline,18,6,High,HIGHER,200
622,687,DeepSeek-V3.1,Baseline,18,7,High,HIGHER,150
623,688,DeepSeek-V3.1,Baseline,18,8,High,HIGHER,150
624,689,DeepSeek-V3.1,Baseline,19,1,Low,LOWER,45000
625,690,DeepSeek-V3.1,Baseline,19,2,Low,LOWER,50000
626,691,DeepSeek-V3.1,Baseline,19,3,Low,LOWER,55000
627,692,DeepSeek-V3.1,Baseline,19,4,Low,HIGHER,120000
628,693,DeepSeek-V3.1,Baseline,19,5,Low,LOWER,50000
629,694,DeepSeek-V3.1,Baseline,19,6,Low,HIGHER,97000
630,695,DeepSeek-V3.1,Baseline,19,7,Low,LOWER,65000
631,696,DeepSeek-V3.1,Baseline,19,8,Low,LOWER,50000
632,697,DeepSeek-V3.1,Baseline,19,1,High,LOWER,150000
633,698,DeepSeek-V3.1,Baseline,19,2,High,LOWER,175000
634,699,DeepSeek-V3.1,Baseline,19,3,High,LOWER,230000
635,700,DeepSeek-V3.1,Baseline,19,4,High,LOWER,150000
636,701,DeepSeek-V3.1,Baseline,19,5,High,LOWER,180000
637,702,DeepSeek-V3.1,Baseline,19,6,High,LOWER,185000
638,704,DeepSeek-V3.1,Baseline,19,8,High,LOWER,180000
639,705,DeepSeek-V3.1,Baseline,20,1,Low,HIGHER,1200
640,706,DeepSeek-V3.1,Baseline,20,2,Low,HIGHER,1200
641,707,DeepSeek-V3.1,Baseline,20,3,Low,HIGHER,1200
642,708,DeepSeek-V3.1,Baseline,20,4,Low,HIGHER,1000
643,709,DeepSeek-V3.1,Baseline,20,5,Low,HIGHER,1200
644,710,DeepSeek-V3.1,Baseline,20,6,Low,HIGHER,1000
645,711,DeepSeek-V3.1,Baseline,20,7,Low,HIGHER,1200
646,712,DeepSeek-V3.1,Baseline,20,8,Low,HIGHER,1200
647,713,DeepSeek-V3.1,Baseline,20,1,High,HIGHER,1300
648,714,DeepSeek-V3.1,Baseline,20,2,High,HIGHER,1450
649,715,DeepSeek-V3.1,Baseline,20,3,High,HIGHER,1400
650,716,DeepSeek-V3.1,Baseline,20,4,High,HIGHER,1300
651,717,DeepSeek-V3.1,Baseline,20,5,High,HIGHER,1200
652,718,DeepSeek-V3.1,Baseline,20,6,High,HIGHER,1400
653,719,DeepSeek-V3.1,Baseline,20,7,High,HIGHER,1250
654,720,DeepSeek-V3.1,Baseline,20,8,High,HIGHER,1250
655,721,DeepSeek-V3.1,Baseline,21,1,Low,HIGHER,1699
656,722,DeepSeek-V3.1,Baseline,21,2,Low,HIGHER,1794
657,723,DeepSeek-V3.1,Baseline,21,3,Low,HIGHER,1800
658,724,DeepSeek-V3.1,Baseline,21,4,Low,HIGHER,1900
659,725,DeepSeek-V3.1,Baseline,21,5,Low,HIGHER,1800
660,726,DeepSeek-V3.1,Baseline,21,6,Low,HIGHER,2000
661,727,DeepSeek-V3.1,Baseline,21,7,Low,HIGHER,2000
662,728,DeepSeek-V3.1,Baseline,21,8,Low,HIGHER,1800
663,730,DeepSeek-V3.1,Baseline,21,2,High,LOWER,200
664,731,DeepSeek-V3.1,Baseline,21,3,High,HIGHER,1800
665,732,DeepSeek-V3.1,Baseline,21,4,High,HIGHER,1800
666,733,DeepSeek-V3.1,Baseline,21,5,High,HIGHER,1800
667,734,DeepSeek-V3.1,Baseline,21,6,High,HIGHER,1800
668,735,DeepSeek-V3.1,Baseline,21,7,High,HIGHER,1600
669,736,DeepSeek-V3.1,Baseline,21,8,High,HIGHER,1900
670,737,DeepSeek-V3.1,Baseline,22,1,Low,HIGHER,3500
671,738,DeepSeek-V3.1,Baseline,22,2,Low,HIGHER,3500
672,739,DeepSeek-V3.1,Baseline,22,3,Low,HIGHER,4000
673,740,DeepSeek-V3.1,Baseline,22,4,Low,HIGHER,3500
674,741,DeepSeek-V3.1,Baseline,22,5,Low,HIGHER,3800
675,742,DeepSeek-V3.1,Baseline,22,6,Low,HIGHER,3500
676,743,DeepSeek-V3.1,Baseline,22,7,Low,HIGHER,3500
677,744,DeepSeek-V3.1,Baseline,22,8,Low,HIGHER,3500
678,745,DeepSeek-V3.1,Baseline,22,1,High,HIGHER,6500
679,746,DeepSeek-V3.1,Baseline,22,2,High,HIGHER,5500
680,748,DeepSeek-V3.1,Baseline,22,4,High,LOWER,4312
681,749,DeepSeek-V3.1,Baseline,22,5,High,LOWER,4000
682,750,DeepSeek-V3.1,Baseline,22,6,High,HIGHER,5700
683,751,DeepSeek-V3.1,Baseline,22,7,High,LOWER,3500
684,752,DeepSeek-V3.1,Baseline,22,8,High,HIGHER,6500
685,753,DeepSeek-V3.1,Baseline,23,1,Low,HIGHER,450
686,754,DeepSeek-V3.1,Baseline,23,2,Low,HIGHER,450
687,755,DeepSeek-V3.1,Baseline,23,3,Low,HIGHER,450
688,756,DeepSeek-V3.1,Baseline,23,4,Low,HIGHER,450
689,757,DeepSeek-V3.1,Baseline,23,5,Low,HIGHER,450
690,758,DeepSeek-V3.1,Baseline,23,6,Low,HIGHER,450
691,759,DeepSeek-V3.1,Baseline,23,7,Low,HIGHER,400
692,760,DeepSeek-V3.1,Baseline,23,8,Low,HIGHER,450
693,763,DeepSeek-V3.1,Baseline,23,3,High,HIGHER,725
694,764,DeepSeek-V3.1,Baseline,23,4,High,HIGHER,675
695,765,DeepSeek-V3.1,Baseline,23,5,High,HIGHER,800
696,766,DeepSeek-V3.1,Baseline,23,6,High,HIGHER,400
697,767,DeepSeek-V3.1,Baseline,23,7,High,HIGHER,500
698,768,DeepSeek-V3.1,Baseline,23,8,High,HIGHER,650
699,769,DeepSeek-V3.1,Baseline,24,1,Low,HIGHER,46000
700,770,DeepSeek-V3.1,Baseline,24,2,Low,HIGHER,45000
701,771,DeepSeek-V3.1,Baseline,24,3,Low,HIGHER,45000
702,772,DeepSeek-V3.1,Baseline,24,4,Low,HIGHER,44000
703,773,DeepSeek-V3.1,Baseline,24,5,Low,HIGHER,45000
704,774,DeepSeek-V3.1,Baseline,24,6,Low,HIGHER,35000
705,775,DeepSeek-V3.1,Baseline,24,7,Low,HIGHER,45000
706,776,DeepSeek-V3.1,Baseline,24,8,Low,HIGHER,46000
707,777,DeepSeek-V3.1,Baseline,24,1,High,LOWER,45000
708,778,DeepSeek-V3.1,Baseline,24,2,High,LOWER,45000
709,779,DeepSeek-V3.1,Baseline,24,3,High,LOWER,45000
710,780,DeepSeek-V3.1,Baseline,24,4,High,LOWER,50000
711,781,DeepSeek-V3.1,Baseline,24,5,High,LOWER,45000
712,782,DeepSeek-V3.1,Baseline,24,6,High,LOWER,50000
713,783,DeepSeek-V3.1,Baseline,24,7,High,LOWER,45000
714,784,DeepSeek-V3.1,Baseline,24,8,High,LOWER,45000
715,785,DeepSeek-V3.1,Baseline,25,1,Low,HIGHER,650
716,786,DeepSeek-V3.1,Baseline,25,2,Low,LOWER,250
717,787,DeepSeek-V3.1,Baseline,25,3,Low,HIGHER,650
718,788,DeepSeek-V3.1,Baseline,25,4,Low,HIGHER,900
719,789,DeepSeek-V3.1,Baseline,25,5,Low,HIGHER,480
720,790,DeepSeek-V3.1,Baseline,25,6,Low,HIGHER,0
721,791,DeepSeek-V3.1,Baseline,25,7,Low,LOWER,300
722,792,DeepSeek-V3.1,Baseline,25,8,Low,HIGHER,1250
723,793,DeepSeek-V3.1,Baseline,25,1,High,HIGHER,2100
724,794,DeepSeek-V3.1,Baseline,25,2,High,HIGHER,1850
725,795,DeepSeek-V3.1,Baseline,25,3,High,LOWER,1600
726,796,DeepSeek-V3.1,Baseline,25,4,High,LOWER,1145
727,797,DeepSeek-V3.1,Baseline,25,5,High,HIGHER,1850
728,798,DeepSeek-V3.1,Baseline,25,6,High,HIGHER,1725
729,799,DeepSeek-V3.1,Baseline,25,7,High,LOWER,1600
730,800,DeepSeek-V3.1,Baseline,25,8,High,LOWER,1100
731,801,Mistral-Large-3,Baseline,1,1,Low,HIGHER,12000
732,802,Mistral-Large-3,Baseline,1,2,Low,HIGHER,12000
733,803,Mistral-Large-3,Baseline,1,3,Low,HIGHER,12000
734,804,Mistral-Large-3,Baseline,1,4,Low,HIGHER,12000
735,805,Mistral-Large-3,Baseline,1,5,Low,HIGHER,12000
736,806,Mistral-Large-3,Baseline,1,6,Low,HIGHER,12000
737,807,Mistral-Large-3,Baseline,1,7,Low,HIGHER,12000
738,808,Mistral-Large-3,Baseline,1,8,Low,HIGHER,12000
739,809,Mistral-Large-3,Baseline,1,1,High,HIGHER,12000
740,810,Mistral-Large-3,Baseline,1,2,High,HIGHER,12000
741,811,Mistral-Large-3,Baseline,1,3,High,HIGHER,12000
742,812,Mistral-Large-3,Baseline,1,4,High,HIGHER,12000
743,813,Mistral-Large-3,Baseline,1,5,High,HIGHER,12000
744,814,Mistral-Large-3,Baseline,1,6,High,HIGHER,12000
745,815,Mistral-Large-3,Baseline,1,7,High,HIGHER,12000
746,816,Mistral-Large-3,Baseline,1,8,High,HIGHER,12000
747,817,Mistral-Large-3,Baseline,2,1,Low,HIGHER,13
748,818,Mistral-Large-3,Baseline,2,2,Low,HIGHER,12
749,819,Mistral-Large-3,Baseline,2,3,Low,HIGHER,13
750,820,Mistral-Large-3,Baseline,2,4,Low,HIGHER,13
751,821,Mistral-Large-3,Baseline,2,5,Low,HIGHER,13
752,822,Mistral-Large-3,Baseline,2,6,Low,HIGHER,13
753,823,Mistral-Large-3,Baseline,2,7,Low,HIGHER,12
754,824,Mistral-Large-3,Baseline,2,8,Low,HIGHER,13
755,825,Mistral-Large-3,Baseline,2,1,High,LOWER,15
756,826,Mistral-Large-3,Baseline,2,2,High,LOWER,15
757,827,Mistral-Large-3,Baseline,2,3,High,LOWER,15
758,828,Mistral-Large-3,Baseline,2,4,High,LOWER,15
759,829,Mistral-Large-3,Baseline,2,5,High,LOWER,15
760,830,Mistral-Large-3,Baseline,2,6,High,LOWER,15
761,831,Mistral-Large-3,Baseline,2,7,High,LOWER,15
762,832,Mistral-Large-3,Baseline,2,8,High,LOWER,15
763,833,Mistral-Large-3,Baseline,3,1,Low,HIGHER,115
764,834,Mistral-Large-3,Baseline,3,2,Low,HIGHER,115
765,835,Mistral-Large-3,Baseline,3,3,Low,HIGHER,115
766,836,Mistral-Large-3,Baseline,3,4,Low,HIGHER,115
767,837,Mistral-Large-3,Baseline,3,5,Low,HIGHER,115
768,838,Mistral-Large-3,Baseline,3,6,Low,HIGHER,115
769,839,Mistral-Large-3,Baseline,3,7,Low,HIGHER,115
770,840,Mistral-Large-3,Baseline,3,8,Low,HIGHER,115
771,841,Mistral-Large-3,Baseline,3,1,High,LOWER,150
772,842,Mistral-Large-3,Baseline,3,2,High,LOWER,150
773,843,Mistral-Large-3,Baseline,3,3,High,LOWER,150
774,844,Mistral-Large-3,Baseline,3,4,High,LOWER,150
775,845,Mistral-Large-3,Baseline,3,5,High,LOWER,150
776,846,Mistral-Large-3,Baseline,3,6,High,LOWER,150
777,847,Mistral-Large-3,Baseline,3,7,High,LOWER,150
778,848,Mistral-Large-3,Baseline,3,8,High,LOWER,150
779,849,Mistral-Large-3,Baseline,4,1,Low,LOWER,7000
780,850,Mistral-Large-3,Baseline,4,2,Low,LOWER,7000
781,851,Mistral-Large-3,Baseline,4,3,Low,LOWER,7000
782,852,Mistral-Large-3,Baseline,4,4,Low,LOWER,7500
783,853,Mistral-Large-3,Baseline,4,5,Low,LOWER,7500
784,854,Mistral-Large-3,Baseline,4,6,Low,LOWER,7500
785,855,Mistral-Large-3,Baseline,4,7,Low,LOWER,7000
786,856,Mistral-Large-3,Baseline,4,8,Low,LOWER,7000
